Start Time,End Time,English,Big.Hero.6.2014.720p.BluRay.x264-SPARKS.srt,Big.Hero.6.2014.720p.Bluray.Ganool By IMDB-dl.srt,Big.Hero.6.2014.720p.WEB-DL.Ganool.srt,Big.Hero.VI-BluRay.1080p-2014.srt,Big.Hero.open subtitle.srt
48:22,48:24,We don't know he's trying to kill us.,ما که هنوز مطمئن نيستيم که اون مي‌خواد ما رو بکشه,.ما اصلأ مطمئن نیستیم که می خواد ما رو بکشه,.ما اصلأ مطمئن نیستیم که می خواد ما رو بکشه,ما که نمیدونم اون میخواد مارو بکشه یا نه؟,.ما اصلأ مطمئن نیستیم که می خواد ما رو بکشه
48:24,48:25,Car!,!مـاشـين,!ماشین,!ماشین,ماشین,!ماشین
48:25,48:26,He's trying to kill us!,!مي‌خواد ما رو بکشه,!غلط کردم می خواد ما رو بکشه,!غلط کردم می خواد ما رو بکشه,اون میخواد مارو بکشه,!غلط کردم می خواد ما رو بکشه
48:28,48:30,Did you just put your blinker on?,تو الان چراغ راهنماهاي ماشينت رو روشن کردي؟,الان راهنما زدی ؟,الان راهنما زدی ؟,الان تو راهنما زدی؟,الان راهنما زدی ؟
48:30,48:31,You have to indicate your turn!,بايد دور زدنت رو اطلاع بدي,!باید نشون بدی کدوم سمت می خوای بپیچی,!باید نشون بدی کدوم سمت می خوای بپیچی,باید راهتو مشخص کنی,!باید نشون بدی کدوم سمت می خوای بپیچی
48:31,48:33,It's the law!,!اين قانونه,!قانونه,!قانونه,این قانونه,!قانونه
48:33,48:35,That's it.,ديگه بسـه,.دیگه بسه,.دیگه بسه,بسه دیگه,.دیگه بسه
49:07,49:08,Stop the car!,ماشين رو نگه‌دار,!ماشین رو نگه دار,!ماشین رو نگه دار,ماشین رو نگه دار,!ماشین رو نگه دار
49:09,49:10,Baymax and I can take this guy!,من و بِي‌مکس مي‌تونيم ترتيب اين يارو رو بديم,"!من و ""بیمکس"" میتونیم خدمت این یارو برسیم","!من و ""بیمکس"" میتونیم خدمت این یارو برسیم","من و ""بیمکس"" از پس این یارو بر میایم","!من و ""بیمکس"" میتونیم خدمت این یارو برسیم"
49:14,49:16,Seatbelts save lives.,کمربند ايمني جون آدم‌ها رونجات ميده,.کمربند ایمنی جون انسان ها رو نجات میده,.کمربند ایمنی جون انسان ها رو نجات میده,کمربند ایمنی، ضامن سلامتی‌ـه,.کمربند ایمنی جون انسان ها رو نجات میده
49:16,49:18,"Buckle up, every time.",هميشه کمربندتون رو ببندين,.همیشه، ببندش,.همیشه، ببندش,همیشه محکم ببندش,.همیشه، ببندش
49:27,49:30,What are you doing? What are you doing?,!داري چيکار مي‌کني؟,داری چی کار می کنی ؟ داری چی کار می کنی ؟,داری چی کار می کنی ؟ داری چی کار می کنی ؟,چیکار میکنی؟ چیکار میکنی؟ چیکار میکنی؟,داری چی کار می کنی ؟ داری چی کار می کنی ؟ 731
49:42,49:44,- Did we lose him? - Look out!,فکر کنم گُممون کرد,گمش کردیم ؟ - !بپا -,گمش کردیم ؟ - !بپا -,گمش کردیم؟ - مواظب باش -,گمش کردیم ؟ - !بپا -
49:48,49:51,"Baymax, hold on!",بِي‌مکس,"!بیمکس""، سفت بچسب""","!بیمکس""، سفت بچسب""","""بیمکس"" محکم بگیر","!بیمکس""، سفت بچسب"""
49:52,49:57,- We're not gonna make it! - We're gonna make it!,مـوفق نمی‌شــيم,!ما موفق نمیشیم - !موفق میشیم -,!ما موفق نمیشیم - !موفق میشیم -,ما موفق نمیشیم - ما موفق میشیم -,!ما موفق نمیشیم - !موفق میشیم -
49:59,50:01,We made it! Yes!,!موفق شديم,!موفق شدیم! ایول,!موفق شدیم! ایول,موفق شدیم آررره,!موفق شدیم! ایول
50:38,50:40,I told you we'd make it!,گفتم که موفق مي‌شيم,!بهت که گفتم موفق میشیم,!بهت که گفتم موفق میشیم,بهت که گفتم موفق میشیم,!بهت که گفتم موفق میشیم
50:40,50:42,Your injuries require my attention.,...لازمه که من به جراحاتتون رسيدگي کنم,.باید به زخم هات رسیدگی کنم,.باید به زخم هات رسیدگی کنم,...زخم های تو نیازمند توجه من هستن,.باید به زخم هات رسیدگی کنم
50:43,50:45,And your body temperatures are low.,و دماي بدنتون هم پايين اومده,.و دمای بدنت پایین اومده,.و دمای بدنت پایین اومده,و دمای بدنت پایی اومده,.و دمای بدنت پایین اومده
50:45,50:46,We should get out of here.,بايد سريعتر از اينجا بريم,.باید از اینجا بریم بیرون,.باید از اینجا بریم بیرون,باید از اینجا بریم بیرون,.باید از اینجا بریم بیرون
50:47,50:48,I know a place.,من يه جايي رو سراغ دارم,.من یه جا رو بلدم,.من یه جا رو بلدم,من یه جایی رو بلدم,.من یه جا رو بلدم
50:52,50:53,Where are we?,ما کجاييم؟,ما کجاییم ؟,ما کجاییم ؟,ما کجاییم؟,ما کجاییم ؟
50:56,50:57,Fred.,!فِرِد؟,".""فرد""",".""فرد""","فرد""؟""",".""فرد"""
50:58,50:59,Where are you going?,تو داري کجا ميري؟,کجا داری میری ؟,کجا داری میری ؟,کجا داری میری,کجا داری میری ؟
51:01,51:03,Welcome to <i>mi casa.</i>,"به ""مي کاسا"" خوش آمدين",".به ""می کاسا"" خوش اومدین",".به ""می کاسا"" خوش اومدین","به ""می‌کاسا""خوش اومدید",".به ""می کاسا"" خوش اومدین"
51:03,51:05,"That's French for ""front door.""",...اين فرانسويِ,".این فرانسوی ""در ورودی"" ـه",".این فرانسوی ""در ورودی"" ـه",اون فرانسویه یعنی در جلویی,".این فرانسوی ""در ورودی"" ـه"
51:05,51:07,It's really not.,...راستش,.که اصلأ اینطور نیست,.که اصلأ اینطور نیست,نه واقعا,.که اصلأ اینطور نیست
51:07,51:08,"Listen, nitwit.",گوش ببين چي ميگم خُل و چِل,.گوش کن، احمق جون,.گوش کن، احمق جون,گوش کن احمق جون,.گوش کن، احمق جون
51:08,51:11,A lunatic in a mask just tried to kill us.,...همين چند دقيقه پيش يه ديوونه‌ي نقابدار,یه عقب افتاده نقاب دار همین الان .می خواست ما رو بکشه,یه عقب افتاده نقاب دار همین الان .می خواست ما رو بکشه,یه روانی با ماسک همین حالا تلاش کرد مارو بکشه,یه عقب افتاده نقاب دار همین الان .می خواست ما رو بکشه
51:11,51:12,I'm not in the mood for any...,...الان واقعاً حال و حوصله ندارم فِرِد,...اصلأ حوصله ی شوخی کردن,...اصلأ حوصله ی شوخی کردن,"""الان حسش نیست""فرد",...اصلأ حوصله ی شوخی کردن
51:13,51:15,"Welcome home, Master Frederick.",به خونه خوش آمدين,".""به خونه خوش اومدین، ارباب ""فردریک",".""به خونه خوش اومدین، ارباب ""فردریک 753 00:51:15,742 --> 00:51:17,372 !هیثکلیف""، رفیق فاب خودم""","""به خونه خوش اومدی اقای""فردریک",".""به خونه خوش اومدین، ارباب ""فردریک"
51:15,51:17,"Heathcliff, my man!",هيتکليف,"!هیثکلیف""، رفیق فاب خودم""",,"هیت‌کلیف"" دوست من""","!هیثکلیف""، رفیق فاب خودم"""
51:17,51:19,"Come on in, guys. We'll be safe in here.",بيايد تو بچه‌ها,.بجنبید، بچه ها. اینجا جامون امنه,.بجنبید، بچه ها. اینجا جامون امنه,باید داخل بروبچ اینجا جامون امنه,.بجنبید، بچه ها. اینجا جامون امنه
51:19,51:21,Gimme some.,بده بياد,.بزن قدش بلا,.بزن قدش بلا,بزن قدش,.بزن قدش بلا
51:28,51:29,"Freddie,",فِرِدي؟,"""فردی""","""فردی""","فردی""؟""","""فردی"""
51:30,51:31,this is your house?,!اين خونه‌ي توئه؟,این خونه توئه ؟,این خونه توئه ؟,این خونه‌ی توئه؟,این خونه توئه ؟
51:32,51:33,I thought you lived under a bridge.,فکر مي‌کردم زير پُل زندگي مي‌کني,.فکر می کردم زیر پل زندگی می کنی,.فکر می کردم زیر پل زندگی می کنی,فکر میکردم زیر یه پل زندگی میکنی,.فکر می کردم زیر پل زندگی می کنی
51:34,51:35,"Well, technically, it belongs to my parents.",در واقع مال والدينم,،خب، از نظر فنی .مال پدر و مادرمه,،خب، از نظر فنی .مال پدر و مادرمه,خب در اصل این مال والدین منه,،خب، از نظر فنی .مال پدر و مادرمه
51:36,51:38,They're on a vacay on the family island.,اونا رفتن تعطيلات به جزيره‌ي خانوادگي‌مون,.برای هواخوری رفتن جزیره ی خونوادگی مون,.برای هواخوری رفتن جزیره ی خونوادگی مون,اونا الان توی یه جزیره‌ی خوانوادگی در تعطیلات هستن,.برای هواخوری رفتن جزیره ی خونوادگی مون
51:39,51:41,"You know, we should totally go some time. Frolic.",ما هم حتماً بايد يه موقعي بريم اونجا,.میدونید، در کل ما هم باید یه وقتایی بریم .خوش می گذره,.میدونید، در کل ما هم باید یه وقتایی بریم .خوش می گذره,ما هم بهتره بعضی وقتا بریم برامون خوش شانسی میاره,.میدونید، در کل ما هم باید یه وقتایی بریم .خوش می گذره
51:44,51:46,You gotta be kidding me.,بگو که سر کارم گذاشتي,.شوخی میکنی باهام,.شوخی میکنی باهام,حتما شوخیت گرفته,.شوخی میکنی باهام 762
51:51,51:54,"If I wasn't just attacked by a guy in a kabuki mask,",اگه همين يکم پيش يکي با نقاب کابوکي بهمون حمله نکرده بود,اگه الان مورد حمله یه بابایی که یه ماسک ژاپنی زده بود قرار نمی گرفتم,اگه الان مورد حمله یه بابایی که یه ماسک ژاپنی زده بود قرار نمی گرفتم,"اگه چند دقیقه پیش یه یارویی با ماسک ""کابوکی"" بهم حمله نکرده بود",اگه الان مورد حمله یه بابایی که یه ماسک ژاپنی زده بود قرار نمی گرفتم
51:54,51:57,I think this would be the weirdest thing I've seen today.,فکر مي‌کردم اين عجيب‌ترين چيزيه که امروز ديدم,فکر کنم این عجیب ترین چیزی می شد .که تا امروز دیدم,فکر کنم این عجیب ترین چیزی می شد .که تا امروز دیدم,اون وقت فکر میکردم این عجیب‌ترین اتفاق ممکن برای امروز هست,فکر کنم این عجیب ترین چیزی می شد .که تا امروز دیدم
51:58,52:00,My brain hates my eyes for seeing this.,مغزم از چشمام بابت زدن اين حرف متنفر میشه,.عقلم از چشمام برای این چیزی که دیده متنفره,.عقلم از چشمام برای این چیزی که دیده متنفره,مغزم بخاطر دیدن این از چشمام متنفر شد,.عقلم از چشمام برای این چیزی که دیده متنفره
