59:18,59:19,"The others made it, right?","اونا"" ساختنش، درسته؟""","اونا"" ساختنش، درسته؟""",ديگران اين رو ساختن، نه؟,"اونا"" ساختنش، درسته؟""",بقیه درستش کردن، درسته؟,پس اونا اینو ساختن، درسته؟,کساي ديگه درستش کردن، آره؟,ديگران اين رو ساختن، نه؟,ديگران ساختنش، باشه؟,"و ""آنها"" اینو درست کردن ، درسته ؟",ديگران اين رو ساختن، نه؟
59:21,59:23,At least some of them.,اقلاً برخی‌هاشون,اقلاً برخی‌هاشون,حداقل بعضي‌هاشون,اقلاً برخی‌هاشون,.حداقل بعضی‌هاشون,حداقل بعضی‌هاشون ساختن,.حداقل بخشيش,حداقل بعضي‌هاشون,حداقل بعضي هاشون,حداقل بعضی هاشون,حداقل بعضي‌هاشون
59:55,59:58,Everybody ready to say goodbye to our solar system?,همگی آماده‌این از منظومه شمسی‌مون خدافظی کنیم؟,همگی آماده‌این از منظومه شمسی‌مون خدافظی کنیم؟,همگي براي خداحافظي از منظومه‌ي شمسي‌مون آماده هستين؟,همگی آماده‌این از منظومه شمسی‌مون خدافظی کنیم؟,همگی آماده‌ن که از منظومه خورشیدی‌مون خداحافظی کنیم؟,همگی آماده هستید تا با منظومه شمسی مون خداحافظی کنید؟,همه آماده ي خداحافظي با منظومه ي خورشيدي هستين؟,همگي براي خداحافظي از منظومه‌ي شمسي‌مون آماده هستين؟,همه براي خداحافظي از منظومه شمسي حاضرين؟,همه آماده ان که با منظومه مون خداحافظی کنیم؟,همگي براي خداحافظي از منظومه‌ي شمسي‌مون آماده هستين؟
59:59,60:01,To our galaxy.,از کهکشانمون,از کهکشانمون,از کهکشانمون,از کهکشانمون,.از کهکشان‌مون,با کهکشان‌مون,.به کهکشانمون,از کهکشانمون,با کهکشانمون,با کهکشانمون,از کهکشانمون
60:03,60:04,Here we go.,رفتیم,رفتیم,بزن که رفتيم,رفتیم,.بزن بریم,برو که رفتیم,.برو که رفتيم,بزن که رفتيم,برو که بريم,بزن بریم,بزن که رفتيم
60:16,60:18,(HULL CREAKING AND ALARMS BEEPING),,,,,,,,,,,
60:37,60:40,The controls won't work here. We're passing through the bulk.,کنترل‌ها اینجا کار نمی‌کنن ما از درونِ حجم عظیمی رد میشیم,کنترل‌ها اینجا کار نمی‌کنن داریم از درونِ حجم عظیمی رد میشیم,".اينجا کنترل‌ها کار نميکنن داريم از درون ""بالک"" رد ميشيم",کنترل‌ها اینجا کار نمی‌کنن داریم از درونِ حجم عظیمی رد میشیم,.کنترلها اینجا کار نمی‌کنن .داریم از یک توده عبور می‌کنیم,کنترل‌ها اینجا کار نمیکنن داریم از درون حجم عظیمی عبور می‌کنیم,.کنترل اينجا کار نميکنه .داريم از جسم ميگذريم,".اينجا کنترل‌ها کار نميکنن داريم از درون ""بالک"" رد ميشيم",کنترل ها اينجا کار نمي کنن، داريم از فضاي بين بعدي عبور مي کنيم,کنترل ها اینجا کار نمیکنند ما داریم از وسط یه توده فرا بعدی رد میشیم,".اينجا کنترل‌ها کار نميکنن داريم از درون ""بالک"" رد ميشيم"
60:40,60:45,It's space beyond our three dimensions. All you can do is record and observe.,فضا-زمان فراتر از 3 بُعدیه فقط میتونی مشاهده کنی و گزارش بدی,فضا-زمان فراتر از 3 بُعدیه فقط میتونی مشاهده کنی و گزارش بدی,.بالک) يعني فضايي فراتر از سه بعد) تمام کاري که ميتونيم بکنيم، گزارش و تماشاست,فضا-زمان فراتر از 3 بُعدیه فقط میتونی مشاهده کنی و گزارش بدی,،تنها کاری که میتونی بکنی .اینه که نگاه کنی و گزارش بدی,این فضا خیلی فراتر از فضای 3 بعدی‌ایه که ما می‌شناسیم تنها کاری که می‌تونیم بکنیم مشاهده و گزارش کردنه,.فضاش بالاتر از 3 بعد ماست .تنها کاري که ميتونين بکنين، حرف زدن و مشاهده‌س,.بالک) يعني فضايي فراتر از سه بعد) تمام کاري که ميتونيم بکنيم، گزارش و تماشاست,اين فضا بالاتر از سه بعده تنها کاري که مي تونيم به ياد سپردن و ديدنه,فضایی فراتر از 3 بعدی که ما انسانها میشناسیم و تنها کاری که از دستت بر میاد ، ثبت و مشاهده هست,.بالک) يعني فضايي فراتر از سه بعد) تمام کاري که ميتونيم بکنيم، گزارش و تماشاست
60:56,60:57,What is that?,اون چیه؟,اون چیه؟,اون چيه؟,اون چیه؟,اون چی بود؟,اون چیه؟,چيه؟,اون چيه؟,اون چيه؟,اون دیگه چیه ؟,اون چيه؟
60:59,61:01,I think it's them.,"فکر کنم ""اونا"" هستن - اعوجاج فضا-زمان؟ -","فکر کنم ""اونا"" هستن - اعوجاج فضا-زمان؟ -",فکر کنم اونا هستن,"فکر کنم ""اونا"" هستن - اعوجاج فضا-زمان؟ -",.فکر کنم خودشونن - بافت فضازمان رو بهم ریختن؟ -,فکر کنم خود اونا باشن - این قاعده‌ی فضا‌-زمان رو بهم میریزه -,.فکر کنم اونا هستن - تحريف کردن وقت فضايي؟ -,فکر کنم اونا هستن,فک کنم اونا هستم,"فکر کنم ""آنها"" باشند",فکر کنم اونا هستن
61:01,61:03,Distorting space-time.,"فکر کنم ""اونا"" هستن - اعوجاج فضا-زمان؟ -","فکر کنم ""اونا"" هستن - اعوجاج فضا-زمان؟ -",واپيچيدگي فضا زمان,"فکر کنم ""اونا"" هستن - اعوجاج فضا-زمان؟ -",.فکر کنم خودشونن - بافت فضازمان رو بهم ریختن؟ -,فکر کنم خود اونا باشن - این قاعده‌ی فضا‌-زمان رو بهم میریزه -,.فکر کنم اونا هستن - تحريف کردن وقت فضايي؟ -,واپيچيدگي فضا زمان,به هم ريختن فضا-زمان,"""خمیدگی  ""فضا-زمان",واپيچيدگي فضا زمان
61:05,61:06,ROMILLY: Don't! Don't!,نکن، نکن,نکن، نکن,!نکن! نکن,نکن، نکن,.نه،نه,اینکارو نکن، نکن,.نکن، نکن,!نکن! نکن,! نکن ! نکن,بهش دست نزن ، نزن,!نکن! نکن
61:29,61:30,(BEEPING STOPS),,,,,,,,,,,
61:35,61:36,What was that?,,,چي بود؟,چی بود؟,چی بود؟,اون چی بود؟,چي بود اون؟,چي بود؟,اون چي بود؟,اون چی بود ؟,چي بود؟
61:39,61:40,The first handshake.,دست فشاری اول,دست فشاری اول,اولين دست دادن,دست فشاری اول,.اولین ملاقات,اولین دست دادن‌ـمون باهاشون,.اولين دست دادن,اولين دست دادن,اولين دست دادن,اولین دست دادن,اولين دست دادن
61:42,61:43,We're...,ما رسیدیم,ما رسیدیم,...ما,...ما,...ما,...ما,...ما,...ما,... ما,--ما,...ما
61:45,61:46,We're here.,,,رسيديم,ما رسیدیم,.اینجاییم,ما رسیدیم,.رسيديم,رسيديم,ما اينجاييم,رسیدیم,رسيديم
62:06,62:09,DOYLE: So the lost communications came through.,ارتباطات قطع شده به دستمون رسید - چطور؟ -,ارتباطاتِ قطع شده به دستمون رسید - چطور؟ -,پيام‌هاي از دست رفته رو دريافت کرديم,ارتباطاتِ قطع شده به دستمون رسید - چطور؟ -,.پس ارتباطمون رو از دست دادیم - چطورِی؟ -,خب مکاتباتی که از دست داده بودیم رسیدن,.پس ارتباط از دست رفته، برگشت - چطور؟ -,پيام‌هاي از دست رفته رو دريافت کرديم,پيام هاي از دست رفته رو به دست آورديم,ارتباطات از دست رفته مون رو دوباره به دست آوردیم,پيام‌هاي از دست رفته رو دريافت کرديم
62:09,62:12,- How? - The relay on this side cached them.,فرستنده این طرف تونسته دریافت کنه اطلاعات پایه‌ای مربوط به سال‌ها کاوش,فرستنده‌ی اینور تونسته داده‌ها رو دریافت کنه اطلاعات پایه‌ای مربوط به سال‌ها کاوش,چطوري؟ - کاوشگر ارسالي که اين طرف بوده اونا رو ذخيره کرده -,ارتباطاتِ قطع شده به دستمون رسید - چطور؟ -,تقویت‌کننده این طرف کرمچاله  ،اونا رو برای مدت کوتاهی ذخیره کرده,آخه چطوری؟ - تقویت کننده‌ی این طرف تونسته دریافت‌شون کنه -,.پس ارتباط از دست رفته، برگشت - چطور؟ -,چطوري؟ - کاوشگر ارسالي که اين طرف بوده اونا رو ذخيره کرده -,چجوري؟ - کاوشگر اينور اونا رو ضبط کرده بود -,چجوری؟ - دستگاه رله این طرف، واسمون ذخیره شون کرده -,چطوري؟ - کاوشگر ارسالي که اين طرف بوده اونا رو ذخيره کرده -
62:12,62:15,So years of basic data. No real surprises.,فرستنده این طرف تونسته دریافت کنه اطلاعات پایه‌ای مربوط به سال‌ها کاوش,فرستنده‌ی اینور تونسته داده‌ها رو دریافت کنه اطلاعات پایه‌ای مربوط به سال‌ها کاوش,سال‌ها داده‌ي ابتداييه، چيز عجيبي درش نيست,فرستنده‌ی اینور تونسته داده‌ها رو دریافت کنه اطلاعات پایه‌ای مربوط به سال‌ها کاوش,،اطلاعات مربوط به سالها پیشه .تعجبی نداره,،داده‌های پایه‌اییِ سالیان زیادی رو داره چیز جدیدی نداشت,.ايستگاه تقويت کننده ي اينجا گرفتتش .سال ها داده هاي پايه اي، چيز جالبي اونجا نيست,سال‌ها داده‌ي ابتداييه، چيز عجيبي درش نيست,سال ها داده هاي اساسي، سورپرايز بزرگي نيست,، به اندازه چندین سال داده ابتدایی داریم که تعجبی هم نداره,سال‌ها داده‌ي ابتداييه، چيز عجيبي درش نيست
