70:57,71:02,is people trying to run away from the fact that we are all cruel beasts.,که ماها همه یک مشت جانورِ ظالم هستیم,‫از این واقعیت که ‫همه‌مون جونورهای بی‌رحمی هستیم,که ماها همه یک مشت جانورِ ظالم هستیم,همه ما دیوهای بی‌رحمی هستیم .فرار کنن,این واقعیت هستش که همگی ما جونورهای سنگدلی هستیم,،باور کن که تو قطعا از همه نظر، لنگه‌ت نیست
71:02,71:04,"Born that way, die that way.",اینجوری زاده شدیم و اینجوری هم می‌میریم,‫اینجوری به دنیا میایم و همینجوری می‌میریم,اینجوری زاده شدیم و اینجوری هم می‌میریم,اینجوری به دنیا اومدیم .همین‌جوری هم می‌میریم,اینطوری بدنیا میایم، اینطوری هم می‌میریم,،باور کن که تو قطعا از همه نظر، لنگه‌ت نیست
71:05,71:07,"It is a dark view of things, Harry.",نگرش خیلی منفی‌ای داری، هری,‫دیدگاه تلخی به همه چی داری، هری,نگرش خیلی منفی‌ای داری، هری,.این دیدگاه سیاهیه، هری,دیدگاه تیره و تاری به چیزهاست، هری,،ولی این بهبودی از قِبال فلسفه
71:07,71:08,Bella...,...بلا,‫بلا,...بلا,...بلا,...بلا,،تلاش مردم برای گریز از
71:09,71:11,let us take the air...,...بهتره بریم,‫بیا بریم هوا بخوریم…,...بهتره بریم,...بیا بریم هوا بخوریم,...بیا بریم هوایی بخوریم,این واقعیت هستش که همگی ما جونورهای سنگدلی هستیم
71:12,71:14,in our cabin.,و برگردیم توی اتاق‌مون,‫توی کابینمون,و برگردیم توی اتاق‌مون,.تو اتاق خودمون,در کابینمون,اینطوری بدنیا میایم، اینطوری هم می‌میریم
71:15,71:16,But these two are fighting...,ولی این دوتا دارن بحث می‌کنن,‫ولی این دوتا دارن دعوا می‌کنن و,ولی این دوتا دارن بحث می‌کنن,ولی این دو نفر دارن بحث می‌کنن,،ولی این دو تا دعواشون گرفته,دیدگاه تیره و تاری به چیزهاست، هری
71:16,71:19,and ideas are banging around in Bella's head and heart...,و طوفانِ آشوبناکی از اندیشه‌ها در قلب و ذهنِ بلا,‫ایده‌ها مثل رعد و برق در طوفان،,و طوفانِ آشوبناکی از اندیشه‌ها در قلب و ذهنِ بلا,و افکار دارن مثل رعدوبرق‌های توی طوفان,،و ایده‌‌ها هم تو سر و قلب بلا ،صدای ترق و تروق راه انداختن,...بلا
71:19,71:21,like lights in a storm.,شکل پیدا کرده,‫توی سر و قلب بلا می‌پیچن,شکل پیدا کرده,.به ذهن و قلب بلا هجوم میارن,مثل رعد و برق تو طوفان,...بیا بریم هوایی بخوریم
71:23,71:26,"You're always reading now, Bella.",بلا، این روزها همه‌ش داری کتاب می‌خونی,‫همیشه داری کتاب می‌خونی، بلا,بلا، این روزها همه‌ش داری کتاب می‌خونی,.این روزها همه‌اش داری کتاب می‌خونی، بلا,الان دیگه همش سرت تو کتابه، بلا,،ولی این دو تا دعواشون گرفته
71:26,71:30,You're losing some of your adorable way of speaking.,جوری که داری طرز صحبت نازت رو عوض می‌کنی,‫طرز حرف زدن قشنگِ سابقت داره کم‌کم محو میشه,جوری که داری طرز صحبت نازت رو عوض می‌کنی,داری طرز حرف زدن دوست داشتنی‌ات رو .از یاد می‌بری,داری بخشی از طرز تو دل بروی بیانت رو از دست میدی,،و ایده‌‌ها هم تو سر و قلب بلا ،صدای ترق و تروق راه انداختن
71:30,71:32,I am a changingable feast...,من یه آدمم که دائم درحال تغییره,‫من هم در حال تغییرم،,من یه آدمم که دائم درحال تغییره,من یه انسان قابل تغییرم,،من یه لذتی‌ام که تغییرپذیرم,مثل رعد و برق تو طوفان
71:32,71:33,as are all of we.,مثل بقیه آدم‌ها,‫مثل همه,مثل بقیه آدم‌ها,.همونطور که همه‌مون هستیم,همونطور که حکایت همه‌مونه,
71:33,71:36,"Apparently according to Emerson, disagreed with by Harry.",البته امرسون این رو می‌گه,‫حداقل طبق گفته‌ی امرسون،,البته امرسون این رو می‌گه,ظاهرا، بر اساس گفته‌های امرسون,از قرار معلوم ،با توجه به گفته امرسونی هستش که,الان دیگه همش سرت تو کتابه، بلا
71:36,71:37,"Come, come. Just come.",بیا، بیا بریم,‫بیا. بیا. فقط بیا,بیا، بیا بریم,.بیا، بیا. فقط بیا,بیا، بیا. فقط بیا,داری بخشی از طرز تو دل بروی بیانت رو از دست میدی
71:39,71:41,You are in my sun.,جلوی آفتابم رو گرفتی,‫جلوی خورشیدمو گرفتی,جلوی آفتابم رو گرفتی,.جلوی نور خورشید رو گرفتی,تو، تو آفتاب منی,،من یه لذتی‌ام که تغییرپذیرم
71:41,71:42,What?,چی؟,‫چی؟,چی؟,چی؟,چی؟,همونطور که حکایت همه‌مونه
72:21,72:22,Come.,بیا,‫بیا,بیا,.بیا,بیا,"<font face=""Calibri"" color=#ffa500><b>«ارائــه شده توسط فـیـلــم2مـدیـا» <font color=#ff0000>[ wWw.F2M.Top ]</font></font></b>"
72:24,72:26,Busy drinking heavily.,مشغول سنگین مشروب خوردنم,دارم سنگین نوشیدنی می‌خورم,مشغول سنگین مشروب خوردنم,.اهمم. مشغول خوردن مشروب زیادم,سرم گرم به شدت مشروب‌خواریه,
72:29,72:31,Busy losing heavily.,مشغول سنگین باختن هم هستم,و سنگین باخت میدم,مشغول سنگین باختن هم هستم,.و مشغول باختن زیاد,سرم گرم به شدت باختنه,بیا
73:11,73:12,I must go meet Martha.,باید برم مارتا رو ببینم,‫باید برم دیدن مارتا,باید برم مارتا رو ببینم,.باید برم دیدن مارتا,باید برم دیدن مارتا,
73:14,73:15,Martha.,مارتا,‫مارتا,مارتا,.مارتا,مارتا,
73:16,73:18,She is the problem.,مشکل‌مون همون آدمه,‫مشکل اونـه,مشکل‌مون همون آدمه,.مشکل اصلی ما همونه,آتیشا زیر سر اونه,
73:18,73:22,I'll throw that perfumed bag of flesh overboard.,اون زنیکه‌ی پیرِ دماغ پرور رو می‌ندازم توی دریا,‫اون کیسه گوشت معطر رو ‫میندازم تو دریا,اون زنیکه‌ی پیرِ دماغ پرور رو می‌ندازم توی دریا,.اون کُپه چربی اُدکلن زده رو میندازم تو دریا,اون کیسه معطر گوشت رو پرت میکنم تو دریا,باید برم دیدن مارتا
73:23,73:24,I dare you.,بنداز ببینم,‫هر کی نندازه!,بنداز ببینم,.اگه جرات داری، بنداز,مَردشی کن,مارتا
73:35,73:36,Martha!,مارتا,‫مارتا!,مارتا,!مارتا,مارتا,
73:37,73:39,Where is she?,مارتا کجاست؟,‫اون کجاست؟,مارتا کجاست؟,اون کجاست؟,کوشش؟,
73:39,73:40,"Where are you, fuck.",کجایی؟,‫کدوم گوری هستی؟,کجایی؟,.کجایی، لعنتی,کجایی تو؟ بمیری,
73:40,73:42,Where is she?,کجاست؟,‫اون کجاست؟,کجاست؟,کجاست؟,کجاست؟,
73:43,73:46,- Where are you going? - She's going over the side.,کجا می‌ری؟ - پرتش می‌کنم توی دریا -,‫- کجا داری میری؟ ‫- از روی نرده‌ها میندازمش پایین,کجا می‌ری؟ - پرتش می‌کنم توی دریا -,کجا داری میری؟ - .اون باید بره کف دریا -,کجا راه افتادی میری؟ - اون قراره بره اونور لبه -,مارتا
73:46,73:47,"Oh, marvelous!",عالیه,‫چقدر محشر!,عالیه,!اوه، عالیه,فوق‌العاده‌ست,مارتا
73:47,73:49,I never imagined being murdered.,هیچ‌وقت به قتل رسیدن رو تصور نکرده بودم,‫هیچوقت فکر نمی‌کردم به قتل برسم,هیچ‌وقت به قتل رسیدن رو تصور نکرده بودم,.هیچوقت فکر نمی‌کردم که به قتل برسم,هیچ‌وقت تصورشم نمی‌کردم به قتل برسم,کوشش؟
73:49,73:50,How dramatic.,چه دراماتیک,‫چقدر دراماتیک,چه دراماتیک,.چقدر شاعرانه,آخ که چقدر مهیج,کجایی تو؟ بمیری
73:51,73:54,"Well, she seems happy to die. I'm sorry for getting in your way.",شرمنده که جلوت رو گرفتم,‫ببخشید سد راهت شدم,شرمنده که جلوت رو گرفتم,.ببخشید که سر راهت وایسادم,ببخشین که سد راهتون شدم,کجا راه افتادی میری؟ - اون قراره بره اونور لبه -
73:59,74:01,Exciting.,چه هیجان‌انگیز,‫چه هیجان‌انگیز!,چه هیجان‌انگیز,!هیجان‌انگیزه,چه هیجانی,آخ که چقدر مهیج
74:19,74:20,I'll be in the bar.,می‌رم سمتِ بار,‫توی بار بیا پیشم,می‌رم سمتِ بار,.من میرم به بار,من تو میخونه‌م,
74:54,74:57,"You have made me think, cogitate...",من رو به فکر، تامل,‫باعث شدی به فکر فرو برم،,من رو به فکر، تامل,تو باعث شدی که فکر و اندیشه کنم,،تو کاری کردی که ،فکر، اندیشه,
74:58,75:00,perambulate on ideas that are wrong...,و اندیشه درباره تفکرات غلطی وا داشتی,‫و ذهنم مشغول ایده‌هایی بشه ‫که اشتباه‌ان،,و اندیشه درباره تفکرات غلطی وا داشتی,و به تفکراتی که اشتباه هستن .شک کنم,،و حدبندی راجع به ایده‌هایی که اشتباه,
75:01,75:04,erroneous and nonsensically annoying...,که غلط و به‌طرز مسخره‌ای رو مخن,‫نادرستن، ‫و به طرز مزخرفی آزار دهنده‌ان,که غلط و به‌طرز مسخره‌ای رو مخن,این افکار مزاحم و اشتباه,،سَهو و مهملانه آزاردهنده‌‌ هستند کنم,
75:04,75:06,that lead me not to sleep.,و خواب ازم گرفته شده,‫و خواب رو از چشم‌هام گرفتن,و خواب ازم گرفته شده,.باعث شدن که نتونم بخوابم,که دست به دست هم میدن خوابم نبره,،تو کاری کردی که ،فکر، اندیشه
