Start Time,End Time,English,The.Wild.Robot.-open subtile.srt,The.Wild.Robot.2024.1080p.10bit.BluRay.6CH.x265.HEVC-PSA [Fa].srt,The.Wild.Robot.2024.480p.BluRay.x264-RMTeam.Fa.srt,The.Wild.Robot.2024.WEB.DigiMoviez.FA.srt,The.Wild.Robot.2024.WEB.Fa.srt,The_Wild_Robot_2024.srt
50:11,50:13,We have a proposition.,یه پیشنهادی داریم,‫یه پیشنهادی داریم,یه پیشنهادی برات داریم,‫یک پیشنهاد براتون داریم,یه پیشنهادی برات داریم,یه پیشنهاد داریم
50:13,50:14,"Mmm, mmm.",,‫یه پیشنهادی داریم,اوهوم,‫همم، همم,اوهوم,هوم، هوم
50:15,50:16,A flight instructor?,یه مربی پرواز؟,‫مربی پرواز؟,مربی پرواز؟,‫مربی پرواز؟,مربی پرواز؟,مربی پرواز؟
50:16,50:17,What loser did you dig up...,کدوم بدبختی رو ...از زیر خاک درآوردی,‫کدوم بی‌عرضه‌ای رو پیدا کردین که...؟,...چه بی‌عرضه‌ای رو رفتید پیدا کـ,‫کدوم بی‌عرضه‌ای رو پیدا کردین...,...چه بی‌عرضه‌ای رو رفتید پیدا کـ,... کدوم اسکلی رو برداشتید آوردید
50:22,50:23,Meet Thunderbolt.,با صاعقه آشنا شو,"‫ایشون ""آذرخشه""ـه",با تاندربولت آشنا شو,‫با آذرخش آشنا شو,با تاندربولت آشنا شو,با تاندربولت آشنا شو
50:23,50:27,"So, you think small wings to be a disappointment?",پس تو فکر میکنی که بالای کوچیک باعث ناامیدی‌ان؟,‫خب، پس فکر می‌کنی ‫بال‌های کوچیک مایه‌ی سرافکندگیه؟,پس بال‌های کوچیک برات ناامیدکننده‌ن؟,‫فکر می‌کنی بال‌های کوچیک به‌دردنخورن؟,پس بال‌های کوچیک برات ناامیدکننده‌ن؟,خب، فکر می‌کنی بال‌های کوچک مایه ناامیدی هستن؟
50:27,50:30,"Small wings are teeth, the claws of the sky.",،بالای کوچیک دندونن و پنجه‌های کوچیک آسمونن,‫بال‌های کوچیک دندانن، چنگال‌های آسمونن,،بال‌های کوچیک مثل دندون می‌مونن مثل پنجه‌های آسمانن,‫بال‌های کوچیک عین دندون می‌مونن، ‫چنگال آسمونن,،بال‌های کوچیک مثل دندون می‌مونن مثل پنجه‌های آسمانن,بال‌های کوچک مثل دندون می‌مونن مثل پنجه‌های آسمان
50:30,50:32,"Tho-Those are, uh, d-different things.",،اینا فرق داره,‫اینا... اینا فرق می‌کنن,اینا باهم فرق دارن‌ها,‫این دو تا چیزی که گفتی با هم فرق دارن,اینا باهم فرق دارن‌ها,به‌هم هیچ ربطی ندارن
50:32,50:34,Show me your teeth!,دندوناتو بهم نشون بده,‫دندان‌هاتو نشونم بده!,دندون‌هات رو نشونم بده,‫دندون‌هات رو نشونم بده!,دندون‌هات رو نشونم بده,!دندون‌هات رو نشونم بده
50:34,50:35,Beautiful.,زیباست,‫چه زیباست. شروع می‌کنیم,عالی,‫چه زیبا,عالی,عالی
50:36,50:37,Begin.,شروع میکنیم,‫چه زیباست. شروع می‌کنیم,شروع می‌کنیم,‫شروع می‌کنیم,شروع می‌کنیم,بریم شروع کنیم
50:38,50:42,"Remember, there's nothing he can do that you can't.",اینو یادت باشه، هر کاری که اون بکنه تو هم میتونی,‫یادت باشه، کاری نیست که ‫اون از پسش بربیاد و تو نتونی,یادت باشه هرکاری که اون بتونه بکنه رو تو هم می‌تونی انجام بدی,‫یادت بمونه، کاری نیست که اون ‫بتونه انجام بده و تو نتونی,یادت باشه هرکاری که اون بتونه بکنه رو تو هم می‌تونی انجام بدی,یادت باشه، کاری نیست که اون از پسش بربیاد اما تو نتونی
50:44,50:47,"So, he's safe, right?",پس در امانه دیگه، درسته؟,‫خب، خطری تهدیدش نمی‌کنه، مگه نه؟,پس در امانه دیگه؟,‫پس یعنی جاش امنـه دیگه؟,پس در امانه دیگه؟,در امانه، درسته؟
50:47,50:48,Hmm? Maybe.,شاید,‫همم؟ شاید,هوم؟ شاید,‫همم؟ شاید,هوم؟ شاید,هوم؟ شاید
50:48,50:51,Follow me.,دنبالم بیا,‫دنبالم بیا,دنبالم بیا,‫دنبالم بیا,دنبالم بیا,دنبالم بیا
50:51,50:54,Your shape takes more work to fly straight,بخاطر شکل و شمایلت، برای پرواز مستقیم ،نیاز به تلاش داری,‫با جثه‌ی تو پرواز مستقیم سخت‌تره,ساختار بدنت، صاف پرواز کردن رو سخت می‌کنه,‫با توجه به شکل بدنت، تلاش بیشتری ‫ باید بکنی تا بتونی صاف پرواز کنی,ساختار بدنت، صاف پرواز کردن رو سخت می‌کنه,شکل بدنت جوریه که پرواز توی مسیر مستقیم، سخت‌تره
50:54,50:58,but easier to turn and dive.,اما چرخیدن و شیرجه برات خیلی راحته,‫ولی چرخیدن و شیرجه زدن آسون‌تره,ولی چرخیدن و شیرجه رو آسون,‫اما راحت می‌تونی بچرخی و ‫شیرجه بزنی,ولی چرخیدن و شیرجه رو آسون,اما پیچیدن و شیرجه زدن، ساده‌تره
50:58,51:02,♪ You just might kiss the sky ♪,"<font face=""Calibri"" color=""#afffed""><b>♪ شاید آسمون رو ببوسی ♪</b></font>",‫♪ شاید بتونی به اوج آسمون‌ها برسی ♪,ولی چرخیدن و شیرجه رو آسون,‫♪ شاید بتونی آسمون رو ببوسی ♪,ولی چرخیدن و شیرجه رو آسون,
51:02,51:03,You ready?,آماده‌ای؟,‫آماده‌ای؟,آماده‌ای؟,‫آماده‌ای؟,آماده‌ای؟,آماده‌ای؟
51:05,51:07,♪ You just might kiss the sky ♪,"<font face=""Calibri"" color=""#afffed""><b>♪ شاید آسمون رو ببوسی ♪</b></font>",‫♪ شاید بتونی به اوج آسمون‌ها برسی ♪,,‫♪ شاید بتونی آسمون رو ببوسی ♪,,
51:07,51:10,- Not bad for a goose. - Oh.,به عنوان یه غاز بدک نیستی,‫به عنوان یه غاز بدک نیست,واسه یه غاز، بد نیست,‫به‌عنوان یه غاز، بدک نیست,واسه یه غاز، بد نیست,برای یه غاز، اصلا بد نیست - اوه -
51:12,51:16,"♪ Oh, you just might kiss the sky ♪","<font face=""Calibri"" color=""#afffed""><b>♪ شاید آسمون رو ببوسی ♪</b></font>",‫♪ شاید بتونی به اوج آسمون‌ها برسی ♪,فــیــلــمـ ـکــیــو رو تو گوگل سرچ کن,‫♪ شاید بتونی آسمون رو ببوسی ♪,فــیــلــمـ ـکــیــو رو تو گوگل سرچ کن,
51:23,51:25,Woo-hoo!,,,یوهو,‫جانمی جان!,یوهو,!یوهو
51:25,51:28,Exactly. Again.,همینه. دوباره,‫دقیقاً. دوباره,دقیقا. دوباره,‫دقیقاً. ‫یه بار دیگه.,دقیقا. دوباره,دقیقا، دوباره
51:28,51:31,♪ Just might kiss the sky ♪,"<font face=""Calibri"" color=""#afffed""><b>♪ شاید آسمون رو ببوسی ♪</b></font>",‫♪ شاید بتونی به اوج آسمون‌ها برسی ♪,دقیقا. دوباره,‫♪ شاید بتونی آسمون رو ببوسی ♪,دقیقا. دوباره,
51:37,51:39,You should be commended.,باید برای خودت یه تشویقی بری,‫کارت قابل تحسین بوده,باید تحسینت کرد,‫باید ازت تقدیر بشه,باید تحسینت کرد,باید تحسینت کرد
51:39,51:40,"Thank you, uh...",...ممنونم,‫ممنونم...,...ممنون، آه,‫ممنونم...,...ممنون، آه,... ممنون. عه
51:41,51:44,"Longneck, one of the leaders of the coming migration.",گردن درازم، یکی از رهبران مهاجرت آینده,"‫اسمم ""گردن‌دراز""ـه ‫ یکی از رهبران مهاجرت بعدیم",لانگ‌نک هستم، یکی از رهبرانِ مهاجرتِ آتی,‫گردن‌دراز، یکی از رهبران مهاجرت بعدی,لانگ‌نک هستم، یکی از رهبرانِ مهاجرتِ آتی,لانگ‌نک هستم. یکی از رهبران کوچِ پیش‌رو
51:44,51:48,I've been watching you both for some time.,چند وقتیه دارم جفتتونو تماشا میکنم,‫مدتی هست شما دو تا رو زیر نظر داشتم,یه مدتی هست که جفت‌تون رو زیرنظر دارم,‫چندوقتی هست که حواسم بهتون هست,یه مدتی هست که جفت‌تون رو زیرنظر دارم,مدتیه که هر دوتون رو زیرنظر دارم
51:48,51:49,You are the only goose,تو تنها غازی هستی که,‫تو تنها غازی هستی,تو تنها غازی هستی که تا الان,‫تو تنها غازی هستی که,تو تنها غازی هستی که تا الان,... تو تنها غازی هستی
51:49,51:52,that has ever bothered to be civil with us.,به خودت زحمت دادی تا با ما خوب رفتار کنی,‫که تابحال به خودش زحمت داده باهامون خوب رفتار کنه,باهامون، متمدنانه صحبت کرده,‫باهامون رفتار خوبی داشته,باهامون، متمدنانه صحبت کرده,که تا حالا باهامون درست رفتار کرده
51:52,51:54,"We geese are a cranky lot,",،ما غازها معمولا بدخلقیم,‫ما غازها موجودات بدخلقی هستیم,ما غازها، کج خلقیم,‫ما غازها موجودات بدعنقی هستیم و,ما غازها، کج خلقیم,ما غازها، بدخو هستیم
51:54,51:57,"suspicious of pretty much everything,",تقریبا به همه چیز ،مشکوکیم,‫عملاً به همه‌چیز مشکوکیم,تقریبا به همه‌چیز مشکوکیم,‫تقریباً به همه‌چیز مشکوکیم,تقریبا به همه‌چیز مشکوکیم,تقریبا به همه‌چیز شک می‌کنیم
51:57,52:00,but at least we're good conversationalists.,ولی حداقل تو مکالمه خوبیم,‫ولی حداقل هم‌صحبت‌های خوبی هستیم,ولی حداقل سخنورانِ خوبی هستیم,‫اما حداقل موجودات خوش‌صحبتی هستیم,ولی حداقل سخنورانِ خوبی هستیم,اما حداقل سخنورهای خوبی هستیم
52:00,52:02,- Really? - No.,واقعا؟ - نه -,‫واقعاً؟,واقعا؟ - نه -,‫- جداً؟ ‫- نه,واقعا؟ - نه -,واقعا؟ - نه -
52:02,52:03,We're all so boring.,ما خیلی کسل‌کننده‌ایم,‫نه بابا. همه‌مون بشدت حوصله سربریم,همه‌مون کسل‌کننده‌ایم,‫همه‌مون حوصله‌سربریم,همه‌مون کسل‌کننده‌ایم,خیلی حوصله‌سربریم
52:03,52:05,All we do is gossip.,فقط پشت سر بقیه حرف می‌زنیم,‫فقط بلدیم غیبت کنیم,تنها کارمون غیبته,‫فقط بلدیم خاله‌زنک‌بازی در بیاریم,تنها کارمون غیبته,فقط غیبت می‌کنیم
52:05,52:07,"I dare say Brightbill is the most interesting among us,",به نظرم بینمون براق نوک ،از همه جذاب‌تره,‫به جرات می‌تونم بگم ‫نوک‌براق از همه‌مون جالب‌تره,به جرات می‌گم که برایت‌بیل از همه‌مون، جالب‌تره,‫به جرات می‌تونم بگم که برایت‌بیل ‫از همه‌مون باحال‌تره,به جرات می‌گم که برایت‌بیل از همه‌مون، جالب‌تره,باور کن برایت‌بیل، از همه‌مون جالب‌تره
52:07,52:11,though none would ever admit it.,هرچند هیچ‌کس هیچوقت زیر بارش نمیره,‫البته هیچکدوممون ‫به همچین چیزی اعتراف نمی‌کنیم,با اینکه کسی خوشش نمیاد این رو اقرار کنه,‫البته هیچ‌کدوم‌مون به این قضیه اعتراف نمی‌کنیم,با اینکه کسی خوشش نمیاد این رو اقرار کنه,اما هیچ‌کس به این موضوع اقرار نمی‌کنه
