86:38,86:41,You want undiluted Oxy right now?,‫الان آکسی خالص می‌خوای؟,‫به اوکسیزوفول بیشتری نیاز دارم.
86:41,86:43,Yeah.,‫آره,‫به اوکسیزوفول بیشتری نیاز دارم.
86:44,86:46,Just think of it as the...,‫به عنوان یه...,‫به اوکسیزوفول بیشتری نیاز دارم.
86:47,86:49,Think of it as the final...,‫به عنوان آخرین...,‫آره، اوکسی دارم. ولی رقیق نشده‌اش رو.
86:49,86:53,cigarette before execution.,‫آخرین سیگار قبل از اعدام بهش نگاه کن,‫الان اوکسی رقیق نشده می‌خوای؟
86:55,86:57,It's the least you could do for a friend.,‫کمترین لطفیه که می‌تونی به دوستت بکنی,‫آره.
86:59,87:01,- Give him yours. - What?,‫- مال خودتو بهم بده ‫- چی؟,‫فکر کن یه جور...
87:01,87:02,- Come on. - No.,‫- بده دیگه ‫- نه,‫فکر کن یه جور سیگار...
87:02,87:05,I'll give you a freebie next time. You know me.,‫دفعه‌ی بعد یکی مجانی بهت میدم ‫می‌دونی که حرفم حرفه,‫فکر کن یه جور سیگار...
87:07,87:08,This was expensive.,‫آخه خیلی گرون بود,‫قبل از اعدامه.
87:15,87:15,The keys.,‫کلیدا رو بردار,‫- اوکسی‌هاتو بده من. ‫- چی؟
87:27,87:28,Nasha.,‫ناشا,
87:28,87:29,Don't.,‫این‌کارو نکن,‫کلیدها.
87:31,87:32,Do it.,‫بکشش,
87:37,87:39,"Nasha, what are you doing?",‫ناشا، چیکار داری می‌کنی؟,
87:40,87:42,What's going on here?,‫اینجا چه خبره؟,‫ناشا. این کارو نکن.
87:42,87:45,Nasha. Stay put.,‫ناشا. همون‌جا بمون,‫ناشا. این کارو نکن.
87:47,87:50,<i>That did kind of shock me a bit.</i>,‫یه‌خرده شوکه شدم,
87:50,87:52,"<i>I mean, she literally was gonna cut his head off</i>",‫آخه، واقعاً می‌خواست با اره برقی,‫ناشا، داری چیکار می‌کنی؟
87:52,87:54,<i>with a chain saw.</i>,‫سرشو قطع کنه,‫ناشا، داری چیکار می‌کنی؟
87:54,88:00,"<i>Uh, but then, I thought about it, and I was so... touched.</i>",‫ولی بعدش، بهش فکر کردم ‫و خیلی... تحت‌تاثیر قرار گرفتم,‫ناشا. سر جات بمون.
88:03,88:06,<i>She's the only person who'd ever lose it like that over me.</i>,‫اون تنها کسیه که بخاطر من ‫اینقدر عصبانی میشه,‫داشت با اره برقی سرش رو می‌برید.
88:08,88:10,<i>And it wasn't the first time either.</i>,‫و این اولین بار هم نبود,‫ولی بعدش که فکر کردم، ‫خیلی تحت تاثیر قرار گرفتم.
88:12,88:14,Hello? Can we help you?,‫سلام؟ کمکی از دستمون برمیاد؟,‫ولی بعدش که فکر کردم، ‫خیلی تحت تاثیر قرار گرفتم.
88:15,88:16,"Nasha, just go.",‫ناشا، برو,
88:17,88:18,"- Take it off. - Hey, hey, hey.",‫- درش بیار ‫- هی، هی، هی,‫اون تنها کسیه که ‫ممکنه اینجوری برام رفتار کنه.
88:18,88:19,- I need to go in there. - What are you doing?,‫- باید برم داخل. باید همین الان برم داخل ‫- چیکار داری می‌کنی؟,‫اون تنها کسیه که ‫ممکنه اینجوری برام رفتار کنه.
88:19,88:21,Take it off. I am going in there.,‫درش بیار. می‌خوام برم داخل,‫اون تنها کسیه که ‫ممکنه اینجوری برام رفتار کنه.
88:21,88:22,You've left him in there alone.,‫اونجا تنها ولش کردین,‫اون تنها کسیه که ‫ممکنه اینجوری برام رفتار کنه.
88:22,88:23,But that's his job.,‫اونجا تنها ولش کردین,‫این اولین بار هم نیست.
88:23,88:25,I don't care if it's his job.,‫آخه وظیفه‌ش همینه,‫این اولین بار هم نیست.
88:25,88:27,"Okay, look, I'm gonna call security.",‫به جهنم که وظیفشه یا نه,
88:27,88:28,I don't know what else...,‫نمی‌دونم دیگه چی...,‫سلام؟ کمکی از دستمون برمیاد؟
88:28,88:31,I am security! Give me the suit!,‫خودم مامور حراستم! لباسو بده به من!,‫ناشا، فقط برو.
88:33,88:35,"Threes, threes, threes.",‫سه نشون بدین ‫سه نشون بدین، سه نشون بدین,‫- باید برم تو. ‫- داری چیکار می‌کنی؟
88:35,88:36,"- Arkady 3.0. - Yeah, yeah, yeah.",‫- آرکادی 3 ‫- آره، آره، آره,‫درش بیار، می‌خوام برم تو. ‫تنها گذاشتیدش اونجا.
88:48,88:50,You're okay.,‫چیزی نیست,‫سه، سه، سه.
88:58,88:59,Shh.,‫هیس,
89:04,89:06,"<i>Nasha, she's the only one</i>",‫ناشا، اون تنها کسیه,‫حالت خوبه.
89:06,89:08,<i>who's always been there for me.</i>,‫که همیشه کنارم بوده,
89:09,89:11,<i>She's always loved me.</i>,‫همیشه دوستم داشته,
89:12,89:13,<i>Every me.</i>,‫تمام نسخه‌هام رو,
89:14,89:15,<i>Even him.</i>,‫حتی اونو,
89:16,89:18,<i>The me I don't understand at all.</i>,‫نسخه‌ای از من که اصلاً درکش نمی‌کنم,
89:19,89:20,What is this?,‫- این دیگه چیه؟ ‫- اوه، قضیه‌ی اینو نمی‌دونین,‫ناشا، تنها کسیه که همیشه پشتم بوده.
89:20,89:22,"Oh, you don't know about this.",‫- این دیگه چیه؟ ‫- اوه، قضیه‌ی اینو نمی‌دونین,‫ناشا، تنها کسیه که همیشه پشتم بوده.
89:22,89:23,They've been circling the whole night.,‫تمام شب داشتن دور سفینه می‌چرخیدن,‫ناشا، تنها کسیه که همیشه پشتم بوده.
89:23,89:24,And still more coming in.,‫و تعداد بیشتری دارن میان,‫همیشه منو دوست داشته.
89:24,89:26,What are they doing?,‫چیکار دارن می‌کنن؟,‫همیشه منو دوست داشته.
89:26,89:29,We don't know. They can break through solid ice and stone.,‫نمی‌دونیم. می‌تونن یخ سفت ‫ و سنگ رو هم سوراخ کنن,‫همه نسخه‌های منو.
89:29,89:31,Imagine if they all come for this ship. Terrifying.,‫تصور کن اگر همه‌شون بیان ‫سراغ این سفینه چی میشه. وحشتناکه,‫حتی اونو.
89:31,89:33,But it couldn't even tear through the sack,‫اون یکی که حتی نمی‌تونست,‫نمی‌فهمم چرا.
89:33,89:34,at the cafeteria.,‫توی غذاخوری کیسه رو سوراخ کنه,‫نمی‌فهمم چرا.
89:35,89:38,You hear that? It's coming from the one we captured yesterday.,‫صداشو شنیدین؟ ‫صدای اونیه که دیروز گرفتیم,‫کل شب رو دور می‌زدن، و بازم دارن میان.
89:38,89:39,"Keep going, keep going.",‫برید، برید,‫کل شب رو دور می‌زدن، و بازم دارن میان.
89:39,89:41,"Wait, what... You mean, the baby?",‫وایسا ببینم، منظورت... منظورت اون بچهه‌ست؟,‫دارن چیکار می‌کنن؟
89:41,89:44,"Well, yeah, it's been screaming and crying like one.",‫آره خب، عین بچه‌ها گریه و زاری می‌کرده,‫نمی‌دونیم. می‌تونن ‫یخ و سنگ سخت رو سوراخ کنن.
89:44,89:46,And that's when they all started gathering.,‫و همون‌موقع بود که شروع کردن به جمع شدن,‫تصور کن اگه سمت سفینه بیان. وحشتناکه.
89:49,89:49,Wait.,‫وایسا ببینم,
89:50,89:52,"- Hey. - Mickey, don't stop.",‫- هی ‫- میکی، واینستا,‫شنیدی؟ از اون موجودیه که دیروز گرفتیم میاد.
89:52,89:54,That was... That was the one that I...,‫اون... اون همونی بود که من...,‫حرکت رو دنبال کنید.
89:54,89:55,Keep moving.,‫- برو ‫- بیخیال,‫صبر کن، منظورت بچه‌ست؟
89:55,89:56,Never mind.,‫- برو ‫- بیخیال,‫صبر کن، منظورت بچه‌ست؟
89:57,90:00,Hi! How ya doing?,‫سلام. چطوری؟,‫بعد بقیه جمع شدن.
90:00,90:01,Excuse me.,‫ببخشید,‫بعد بقیه جمع شدن.
90:02,90:03,Come on.,‫یالا,
90:03,90:05,"Sorry, passing through.",‫ببخشید، بذارین رد بشیم,‫صبر کن.
90:05,90:07,Hey. Why did they set up the Situation Room there?,‫سلام. چرا اونجا رو ‫به عنوان اتاق بحران انتخاب کردن؟,‫میکی، وای نستا.
90:07,90:09,Beats me. I was just told to bring the prisoner.,‫نمی‌دونم والا. فقط بهم گفتن زندانی رو بیارم,‫اون همون بود که...
90:09,90:11,"Apparently, Ylfa made a big scene.",‫ظاهراً ایلفا حسابی داد و بیداد راه انداخته,‫- به حرکت ادامه بده. ‫- مهم نیست.
90:11,90:13,She wants the creeper now.,‫گفته فوراً کریپر رو بیاریم,‫سلام! حالتون چطوره؟
90:13,90:14,"Dorothy, I have crucial information",‫دوروتی، اطلاعات خیلی مهمی,‫سلام! حالتون چطوره؟
90:14,90:15,about the creepers.,‫در مورد کریپرها دارم,‫ببخشید.
90:15,90:18,Mickey needs to file an official report with the head of Science.,‫میکی باید یه گزارش رسمی ‫به سرپرست بخش علوم بده,‫بیا.
90:18,90:20,"Oh, wait.",‫عه، وایسا,‫ببخشید، بذارید رد شیم.
90:29,90:30,Yes. I knew it.,‫آره. می‌دونستم,"‫دوروتی، اطلاعات مهمی ‫درباره ""ترسناک‌ها"" دارم."
90:31,90:33,"Yesterday, at the cafeteria,",‫دیروز، توی غذاخوری,‫میکی باید یه گزارش رسمی ‫به رئیس بخش علوم بده.
90:33,90:35,"when you held onto the baby, I saw it.",‫وقتی بچه رو گرفته بودی تو دستت، دیدمش,‫صبر کن.
90:35,90:36,You saw that?,‫دیدی؟,
90:37,90:39,"I don't know what it means, though.",‫ولی نمی‌دونم معنیش چیه,
90:39,90:41,"Oh. So, you're just imitating.",‫عه، پس فقط داری تقلید می‌کنی,
90:41,90:42,"Well, originally, I...",‫خب، اولش...,
90:42,90:43,"Dorothy, look alive!",‫دوروتی، بجنب دیگه!,
90:43,90:46,It's really hectic right now. Let's talk later.,‫فعلاً اوضاع خرابه. بعداً صحبت می‌کنیم,‫آره، می‌دونستم.
90:46,90:47,We're recording their sounds,‫قراره صداشون رو ضبط کنیم,‫دیروز تو کافه تریا،
90:47,90:50,to see if we can analyze any kind of pattern.,‫تا ببینیم الگویی توش پیدا می‌کنیم یا نه,‫وقتی بچه رو گرفتم، دیدمش.
90:51,90:53,<i>The Committee is declaring a level three emergency.</i>,‫کمیته‌ اعلام وضعیت ‫اضطراری سطح سه می‌کند,‫- نمی‌دونم یعنی چی. ‫- پس داری تقلید می‌کنی.
90:53,90:55,<i>Sole commanding control has been granted</i>,‫با آرای 36 موافق به 21 مخالف,‫- نمی‌دونم یعنی چی. ‫- پس داری تقلید می‌کنی.
90:55,90:57,<i>to Commander Marshall by a vote of...</i>,‫کمیته اختیارات تام فرماندهی را,‫خب، راستش، من...
90:57,90:58,<i>36 to 21.</i>,‫به فرمانده مارشال محول کرده است,‫دوروتی، داره خجالت می‌کشه!
91:01,91:03,- Thank you. - Oh.,‫ممنون,‫داریم صداهاشون رو ضبط می‌کنیم ‫تا الگوهاشون رو تحلیل کنیم.
91:04,91:07,What an event. This is a truly novel ingredient.,‫عجب رویدادی. خوراکی کاملاً جدیدیه,‫کمیته وضعیت اضطراری سطح سه رو اعلام می‌کنه.
91:08,91:11,This opens up a whole new world of potential sauces.,‫با این میشه یه عالمه ‫سس‌های جدید درست کرد,‫فرماندهی مطلق به فرمانده مارشال با رای...
91:11,91:15,Mm. It's such a great... How should I put it?,‫عجب چیز فوق العاده‌ایه... چطور بیانش کنم؟,‫36 به 21 واگذار شد.
91:15,91:19,"Opportunity, ma'am. Yes, quite the opportunity. Just super.",‫فرصت، خانم. بله، فرصت خارق العاده‌ایه ‫محشره,‫ممنون.
91:19,91:22,"Yes, it is a super opportunity.",‫آره، فرصت محشریه,‫عجب موقعیتی. این ترکیب واقعا منحصر به فرده.
91:27,91:29,"Oh, wow.",‫اوه، عجب,‫چه... چجوری توصیفش کنم؟
91:30,91:32,"It's such a godsend, too.",‫واقعاً نعمت الهیه,‫فرصت، خانم. آره، یه فرصت عالی. خیلی عالی.
91:34,91:36,"It is free from harmful pathogens, correct?",‫عاری از هرگونه عوامل بیماری‌زاست، درسته؟,‫آره، یه فرصت عالیه.
91:36,91:38,"Yes, ma'am, sure.",‫بله خانم، درسته,
91:58,92:00,Which dickhead is it? Mickey 18?,‫میکی 18 کدوم یکی از این عوضیاست؟,
