Start Time,End Time,English,How to Train Your Dragon- open subtitle.srt,How.to.Train.Your.Dragon.2025.AMZN.WEB-DL.Fa[UTF-8].srt
65:37,65:38,"- for the, uh... the breast hat. - I hope you like the...",يه جزيره؟ پس تو به آشيانه اونا رفتي؟,بابت... کلاه‌ سینه - ...امیدوارم از کلاه‌خود -
65:39,65:41,- Hat. Yeah. - Yeah.,من گفتم آشيانه؟- چطور پيداش کردي؟-,راضی باشی. آره - آره -
65:41,65:44,"Okay, well... good night.",نه، نه، من پيداش نکردم. بي دندون اينکار رو کرد فقط يه اژدها ميتونه اون جزيره رو پيدا کنه,خیلی‌خب... شب بخیر
65:53,65:55,No more of your tricks.,بابا، خواهش ميکنم !قسم ميخورم که بر اين يکي نميتونين پيروز بشين !بابا، نه,دیگه حق نداری حقه بزنی
65:55,65:57,"- I’m taking Top Slayer today. - Yeah, yeah, okay.",بابا، خواهش ميکنم !قسم ميخورم که بر اين يکي نميتونين پيروز بشين !بابا، نه,من امروز شکارچی برتر میشم - باشه، باشه، خیلی‌خب -
65:57,65:59,It’s-it’s all yours. Top-Top Slay away.,بابا، خواهش ميکنم !قسم ميخورم که بر اين يکي نميتونين پيروز بشين !بابا، نه,مال خودت. برو برترترانه شکار کن
66:00,66:01,Sorry.,براي يه بار توي زندگيتون هم که شده !ميشه به من گوش کنين,شرمنده
66:23,66:26,Last chance. Make it count.,,استرید فرصت آخرته ازش نهایت استفاده رو ببر
66:32,66:33,Come on!,,!بجنب
66:33,66:35,"- Go on, Astrid! You got it! - Come on, Hiccup!",,!بجنب، استرید! تو می‌تونی - !بجنب، هیکاپ -
66:35,66:38,- Go on! - Come on!,,!بجنب - !بجنب -
66:42,66:43,No!,,!نه
66:43,66:46,"Son of a half-troll, rat-eating...",,...ای بر پدر غول‌زاده‌ی موش‌خور
66:46,66:47,Glad to see she’s handling it gracefully.,,خوشحالم می‌بینم با وقار و احترام با شکست کنار اومده
66:48,66:49,You!,,!تو
66:53,66:55,"Uh, okay.",,آ... بسیارخب
66:55,66:57,"- Later. - Hey, hey. Not so fast.",,فعلاً - هی، هی، کجا با این عجله؟ -
66:57,66:58,"- Quiet down. - No, I can’t.",,آروم باشین - نه، نمی‌تونم -
66:58,67:00,"- I’m gonna be late for, uh... - What?",,...باید برم وگرنه دیرم میشه برای - چی؟ -
67:00,67:01,"Late for what, exactly?",,دقیقاً برای چی دیرت میشه؟
67:01,67:03,- Another year... - Shut up.,,...یک سال دیگه - خفه‌شین -
67:03,67:04,...and another Trial of Flame,,...و یه آزمون آتش دیگه
67:04,67:06,has come to an end.,,به پایان رسید
67:06,67:09,Elder Gothi has made her decision.,,گوتی بزرگ تصمیمش رو گرفته
67:11,67:16,The new Top Slayer will be...,!بادبان ها رو بالا ببرين,...شکارچی برتر جدید کسی نیست جز
67:38,67:40,"You’ve done it, Hiccup.",,هیکاپ، موفق شدی
67:40,67:41,You won the Trial of Flame.,,توی آزمون آتش برنده شدی
67:42,67:43,You get to kill the dragon.,,تو می‌تونی اژدها رو بکشی
67:43,67:45,That’s my boy!,,!ایول پسر خودم
67:49,67:52,"Hiccup, you won!",اين يه افتضاحه حتماً احساس ناگواري داري,!هیکاپ، برنده شدی
67:54,67:56,Whoa! Yeah.,تو همه چيز رو از دست دادي پدرت رو، قبيله ات رو، بهترين دوستت رو,عجب! آره
67:56,67:58,Hooray me.,تو همه چيز رو از دست دادي پدرت رو، قبيله ات رو، بهترين دوستت رو,زنده‌باد خودم
67:58,67:59,I can’t wait to...,تو همه چيز رو از دست دادي پدرت رو، قبيله ات رو، بهترين دوستت رو,...بی‌صبرانه منتظرم که
68:00,68:02,Beat it and never come back.,ممنون که اين رو هم اضافه کردي,بزنم به چاک و دیگه برنگردم
68:02,68:04,"All right, bud. Time’s up.",چرا نتونستم اون اژدها رو بکُشم وقتي که تو جنگل پيداش کردم؟,خیلی‌خب، رفیق. وقتشه
68:04,68:06,My thoughts exactly.,چرا نتونستم اون اژدها رو بکُشم وقتي که تو جنگل پيداش کردم؟,نظر منم دقیقاً همینه
68:06,68:08,"Wh-What are you, uh...",چرا نتونستم اون اژدها رو بکُشم وقتي که تو جنگل پيداش کردم؟,تو اینجا...؟
68:08,68:10,What are you doing here?,آيا اين کار براي هر کسي بهتر نبود (که اونو بکُشه)؟,تو اینجا چیکار می‌کنی؟
68:10,68:12,- Looking for answers. - Huh?,آره، بقيه مون اين کار رو ميکردن,دنبال جواب سوالاتم می‌گردم - ها؟ -
68:12,68:13,What are you doing here?,پس، تو چرا اين کار رو نکردي؟,تو اینجا چیکار می‌کنی؟
68:13,68:15,Who’s Bud? Your trainer?,پس، تو چرا اين کار رو نکردي؟,رفیق کیه؟ مربیت؟
68:15,68:16,Did he dress you up in this?,,اون این لباس رو تنت کرده؟
68:16,68:18,"Uh, I-I know this looks suspicious,",تو چرا اين کار رو نکردي؟,می‌دونم مشکوک به‌نظر میاد
68:18,68:20,"but f-funnily enough, I, uh...",نمي دونم. نتونستم,...ولی جالب اینجاست که من
68:20,68:23,"Uh, you’re right! You’re right. I, uh...",اين جواب من نيست- چرا اين موضوع يه دفعه اي اينقدر برات مهم شد؟-,...حق با توئه! حق با توئه! دیگه
68:23,68:24,I’m through with the lies.,اين جواب من نيست- چرا اين موضوع يه دفعه اي اينقدر برات مهم شد؟-,دیگه دروغ نمیگم
68:24,68:27,"I’ve been making outfits, so, um, you got me.",چون ميخوام چيزي رو که گفتي، به خاطر بيارم همين حالا,این مدت داشتم لباس می‌ساختم پس... مچم رو گرفتی
68:27,68:28,It’s time everybody knew.,چون ميخوام چيزي رو که گفتي، به خاطر بيارم همين حالا,وقتشه همه بفهمن
68:28,68:29,Just take me back.,آه ، به خاطر عشق به ...من بزدل و ترسو بودم !ضعيف بودم. نمي خواستم اژدهايي رو بکُشم,پس منو برگردون روستا
68:29,68:31,Ow!,آه ، به خاطر عشق به ...من بزدل و ترسو بودم !ضعيف بودم. نمي خواستم اژدهايي رو بکُشم,!آخ
68:31,68:32,Why would you do that?,آه ، به خاطر عشق به ...من بزدل و ترسو بودم !ضعيف بودم. نمي خواستم اژدهايي رو بکُشم,چرا اینطوری کردی؟
68:32,68:34,That’s for the lies.,آه ، به خاطر عشق به ...من بزدل و ترسو بودم !ضعيف بودم. نمي خواستم اژدهايي رو بکُشم,این بابت دروغ‌هات بود
68:35,68:37,And that’s for everything else.,!حالا هر چي (که گفتم)، من نمي خواستم,.و این بابت بقیه‌ی چیزا
68:39,68:41,"Oh, no.",بعد از 300 سال من اولين وايکينگي هستم که نميخواد يه اژدها رو بکُشه,وای، نه
68:41,68:43,Run. Run!,بعد از 300 سال من اولين وايکينگي هستم که نميخواد يه اژدها رو بکُشه,!فرار کن. فرار کن
68:43,68:44,No! No.,,نه! نه
68:44,68:46,"- What... - Toothless, no!",و اولين وايکينگي که بر روي يکي از اونا سوار شده,چیکار داری...؟ - !بی‌دندون، نه -
68:46,68:47,Stop. It’s okay.,و اولين وايکينگي که بر روي يکي از اونا سوار شده,بس کن. چیزی نیست
68:48,68:50,She’s a friend. She’s a friend.,و اولين وايکينگي که بر روي يکي از اونا سوار شده,اون یه دوسته، اون یه دوسته
68:54,68:58,"Toothless, Astrid. Astrid, Toothless.",من نمي خواستم اونو بکُشم، چون اون هم به اندازه من ترسيده بود,بی‌دندون، استرید استرید، بی‌دندون
68:58,69:01,"The, uh... the Night Fury.",وقتي بهش نگاه کردم، انگار خودم رو ميديدم,آ... خشم شب
69:06,69:08,I wouldn’t.,مي خواي در اين باره چکار کني؟,من جات باشم همچین کاری نمی‌کنم
69:13,69:14,We’re dead.,خوبه، ولي تو قبلاً يه کار احمقانه کرده اي,دخلمون اومد
69:16,69:19,Hey. Where do you think you’re going?,!پس يه کار ديوانه وار,هی. خیال کردی کجا داری میری؟
69:50,69:52,Hiccup! Get me down from here!,اما يه نفر، نه من، در اين فکر بود که ...،اگه اصلاً نقشه اي در کار هست,!هیکاپ! منو از اینجا ببر پایین
69:52,69:54,You have to give me a chance to explain.,اون نقشه چي ميتونه باشه؟,باید بهم فرصت بدی برات توضیح بدم
69:54,69:57,I’m not listening to anything you have to say.,البته. اونا رو بفرست که اين کار رو بکنن همون روش قديمي وايکينگها، خوب و ساده,من به یه کلمه از حرفات هم گوش نمی‌کنم
69:57,69:58,Then I won’t speak.,البته. اونا رو بفرست که اين کار رو بکنن همون روش قديمي وايکينگها، خوب و ساده,پس صحبت نمی‌کنم
69:58,70:00,Just let us show you.,البته. اونا رو بفرست که اين کار رو بکنن همون روش قديمي وايکينگها، خوب و ساده,فقط بذار نشونت بدیم
70:01,70:03,"Please, Astrid.",,خواهش می‌کنم، استرید
70:14,70:15,What is this?,,این چیه؟
70:15,70:18,"Uh, it’s my design.",,طراحی خودمه
70:19,70:21,Yeah. Pretty much the cocaptain.,,آره. عملاً کمک‌خلبانشم
70:23,70:25,Then let’s get this over with.,به طرف بندرگاه,پس بیا تمومش کنیم بره
70:26,70:27,You got it.,,باشه چشم
70:28,70:31,"Toothless, let’s take her down.","اگه نقشه کشيدي که خورده بشي من قطعاً با ""گرونکل"" ميرم",بی‌دندون، بیا ببریمش پایین
70:32,70:33,Gently.,"اگه نقشه کشيدي که خورده بشي من قطعاً با ""گرونکل"" ميرم",آروم
70:34,70:36,Nothing to be afraid of.,...خيلي باهوش بودي که از مرگبارترين سلاح دنيا کمک گرفتي,اصلاً لازم نیست بترسی
70:43,70:44,"Oh, nice touch!",تو ديوونه اي. من ازش خوشم مياد,!این دیگه چه کاریه
70:48,70:50,I thought you were his cocaptain!,خوب، حالا نقشه چيه؟,مگه نگفتی کمک‌خلبانشی؟
70:50,70:52,I am! It’s a temporary dragon malfunction!,,!هستم! اژدهام موقتاً مشکل پیدا کرده
70:56,70:58,"We worked out a whole system, remember?",,یه سیستم کامل برای خودمون درست کرده بودیم، یادته؟
71:00,71:02,"If we survive, I’m gonna kill you!",اينجا خيلي متروک و غم افزاست,!اگر زنده موندیم، می‌کشمت
71:07,71:08,And now the spinning.,,و حالا داری می‌چرخی
71:08,71:12,"Thank you for nothing, you useless reptile.",,ممنون که کارمو خراب می‌کنی خزنده‌ی بی‌مصرف
71:12,71:14,Please just make it stop.,,لطفاً کاری کن بس کنه
71:16,71:18,I’m clearly not the one in control.,آروم و ساکت بمونين و اسلحه هاتون رو آماده کنين,مشخصه که کنترلش دست من نیست
71:19,71:20,Then I’m sorry!,آروم و ساکت بمونين و اسلحه هاتون رو آماده کنين,!پس معذرت می‌خوام
71:20,71:23,"Toothless, I’m sorry!",آروم و ساکت بمونين و اسلحه هاتون رو آماده کنين,!بی‌دندون، معذرت می‌خوام
73:05,73:07,Fine.,,باشه
73:08,73:10,You made your point.,,منظورت رو رسوندی
73:12,73:15,It doesn’t change the fact you have to kill one tomorrow.,,ولی این قضیه که فردا باید یکی‌شون رو بکشی رو تغییر نمیده
